Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2011,Female,15 years old and over,-,-,41.06,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2011,Male,15 years old and over,-,-,48.53,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2011,Both sexes,15 years old and over,-,-,44.59,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2014,Female,15 years old and over,-,-,56.87,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2014,Male,15 years old and over,-,-,65.15,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2014,Both sexes,15 years old and over,-,-,60.84,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2017,Female,15 years old and over,-,-,53.59,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2017,Male,15 years old and over,-,-,62.4,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,642,Romania,2017,Both sexes,15 years old and over,-,-,57.75,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2011,Female,15 years old and over,-,-,47.7,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2011,Male,15 years old and over,-,-,48.78,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2011,Both sexes,15 years old and over,-,-,48.18,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2014,Female,15 years old and over,-,-,70.19,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2014,Male,15 years old and over,-,-,63.8,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2014,Both sexes,15 years old and over,-,-,67.38,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2017,Female,15 years old and over,-,-,76.13,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2017,Male,15 years old and over,-,-,75.3,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,643,Russian Federation,2017,Both sexes,15 years old and over,-,-,75.76,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2011,Female,15 years old and over,-,-,62.32,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2011,Male,15 years old and over,-,-,62.11,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2011,Both sexes,15 years old and over,-,-,62.22,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2014,Female,15 years old and over,-,-,82.97,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2014,Male,15 years old and over,-,-,83.23,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2014,Both sexes,15 years old and over,-,-,83.09,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2017,Female,15 years old and over,-,-,70.13,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2017,Male,15 years old and over,-,-,72.88,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,688,Serbia,2017,Both sexes,15 years old and over,-,-,71.44,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2011,Female,15 years old and over,-,-,78.92,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2011,Male,15 years old and over,-,-,80.33,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2011,Both sexes,15 years old and over,-,-,79.58,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2014,Female,15 years old and over,-,-,79.97,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2014,Male,15 years old and over,-,-,74.29,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2014,Both sexes,15 years old and over,-,-,77.24,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2017,Female,15 years old and over,-,-,83.13,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2017,Male,15 years old and over,-,-,85.32,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,703,Slovakia,2017,Both sexes,15 years old and over,-,-,84.18,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Developed regions,705,Slovenia,2011,Female,15 years old and over,-,-,98.11,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
